left_dimension,left_value,right_dimension,right_value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
types,qualitative_grid,legend_placement,upper left of first panel,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,qualitative_grid,legend_placement,upper left of line panel,250,1,0.004,0.005,2,0.00037,0.00025,0.000313
types,qualitative_grid,legend_placement,upper-left,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,qualitative_grid,legend_placement,upper-left in each of three chart panels,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,qualitative_grid,legend_placement,upper-left modality key,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,qualitative_grid,legend_placement,upper-middle panel of the shared Figure 1–2 group,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,qualitative_grid,legend_placement,upper-right,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,qualitative_grid,legend_placement,下部热图右下与条形图右上各有局部 legend,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,qualitative_grid,legend_placement,右 panel upper-right,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,qualitative_grid,legend_placement,右上柱图上方/图内,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,qualitative_grid,legend_placement,右侧可靠性柱图右上,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,qualitative_grid,legend_placement,各 panel 右上,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,qualitative_grid,legend_placement,各 panel 右侧 APE colorbar,250,1,0.004,0.005,8,0.001481,0.001103,0.001379
types,qualitative_grid,legend_placement,图(a)(b)图内右上，图(c)图内上方；图(d)用直接标签,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,qualitative_grid,legend_placement,左侧/底部直接标签,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,qualitative_grid,legend_placement,左侧纵向 Base/Aligned 标签,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,qualitative_grid,legend_placement,曲线组上方,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,qualitative_grid,legend_placement,每个 tile 右上角,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,qualitative_grid,legend_placement,顶部 Ground Truth/Prediction,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,scatter,legend_placement,Upper right inside the panel.,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,scatter,legend_placement,Upper right of panel (a); panels (b) and (c) omit the legend.,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,scatter,legend_placement,a/b upper right and c upper left per architecture block,250,1,0.004,0.005,1,0.000185,0.000286,0.000357
types,scatter,legend_placement,a/b upper right and c upper left per model block,250,1,0.004,0.005,1,0.000185,0.000286,0.000357
types,scatter,legend_placement,a/b upper right for m; c upper left for fit key,250,1,0.004,0.005,1,0.000185,0.000286,0.000357
types,scatter,legend_placement,"above panel (b), spanning its width",250,1,0.004,0.003333,1,0.000185,0.000235,0.000196
types,scatter,legend_placement,"above panels (b,c), with a separate resolution key inside each plot",250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,scatter,legend_placement,above panels and right colorbar,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,scatter,legend_placement,"above plot, three-column legend",250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,scatter,legend_placement,above/right,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,scatter,legend_placement,above/right of panels,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,scatter,legend_placement,above/top of figure,250,1,0.004,0.003333,4,0.000741,0.000615,0.000513
types,scatter,legend_placement,at the top of each backend group,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,scatter,legend_placement,below,250,1,0.004,0.005,7,0.001296,0.000757,0.000946
types,scatter,legend_placement,"below (a), below (c); panel annotations in (b,c)",250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,scatter,legend_placement,below each panel,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,scatter,legend_placement,below each subfigure,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,below panels,250,2,0.008,0.008333,3,0.000556,0.000554,0.000541
types,scatter,legend_placement,below the panels / lower figure margin,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,scatter,legend_placement,bottom,250,3,0.012,0.01,5,0.000926,0.001241,0.001034
types,scatter,legend_placement,bottom and in-panel,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,bottom center,250,4,0.016,0.015,9,0.001667,0.001992,0.002255
types,scatter,legend_placement,bottom_center,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,scatter,legend_placement,bottom_left_and_upper_left_inside,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,scatter,legend_placement,each panel right colorbar,250,1,0.004,0.003333,1,0.000185,0.000286,0.000238
types,scatter,legend_placement,each panel upper/right area,250,1,0.004,0.005,3,0.000556,0.0005,0.000625
types,scatter,legend_placement,inset colorbar/size key,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,scatter,legend_placement,inside A lower-left; inside B and D panels near lower-right/right,250,1,0.004,0.005,1,0.000185,0.001333,0.001667
types,scatter,legend_placement,inside each panel,250,3,0.012,0.011667,4,0.000741,0.000712,0.000641
types,scatter,legend_placement,inside first panel,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,scatter,legend_placement,inside histogram and beside scatter,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,scatter,legend_placement,inside individual panels,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,scatter,legend_placement,"inside individual panels, lower right",250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,scatter,legend_placement,"inside individual panels, upper/right",250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,scatter,legend_placement,inside left/right panels,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,inside lower-right,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,scatter,legend_placement,inside lower-right of accuracy panel and upper-right of entropy panel,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,scatter,legend_placement,inside lower-right of the right plot,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,scatter,legend_placement,inside panels,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,scatter,legend_placement,inside panels; inset in panel (c),250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,scatter,legend_placement,inside plot area; legend title m,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,scatter,legend_placement,inside right side of the panel,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,scatter,legend_placement,inside the lower/side area of each panel,250,1,0.004,0.005,1,0.000185,0.000114,0.000143
types,scatter,legend_placement,inside upper-left in Pareto panels; upper panel legends shared by vertical pairs,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,scatter,legend_placement,inside upper-left of each panel,250,1,0.004,0.005,2,0.00037,0.000471,0.000588
types,scatter,legend_placement,inside upper-left/top-left in each main panel; inset legend inside,250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,scatter,legend_placement,inside upper-right of the class panel,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,scatter,legend_placement,inside_each_panel,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,scatter,legend_placement,inside_top_each_panel,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,scatter,legend_placement,left upper-right; middle/right upper-right,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,scatter,legend_placement,local colorbar and panel labels,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,scatter,legend_placement,lower center,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,scatter,legend_placement,lower center/right,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,scatter,legend_placement,lower left,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,scatter,legend_placement,lower right,250,3,0.012,0.011667,5,0.000926,0.000655,0.000669
types,scatter,legend_placement,lower right inside plot,250,1,0.004,0.005,2,0.00037,0.000216,0.00027
types,scatter,legend_placement,lower-left,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,scatter,legend_placement,lower-left for top field; per-panel head titles/colorbars,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,scatter,legend_placement,lower-right,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,scatter,legend_placement,lower-right inside each panel,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,scatter,legend_placement,lower_left,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,scatter,legend_placement,lower_left_and_lower_right,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,scatter,legend_placement,lower_right,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,scatter,legend_placement,outside right of top panel,250,1,0.004,0.005,1,0.000185,3e-05,3.7e-05
types,scatter,legend_placement,panel titles act as key,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,scatter,legend_placement,panel-inset,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,scatter,legend_placement,panel-local,250,1,0.004,0.005,3,0.000556,0.000667,0.000833
types,scatter,legend_placement,panel-local upper area and top of panel (b),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,scatter,legend_placement,panel-specific: lower-left in λ; upper-right or lower-right in the other panels,250,1,0.004,0.005,1,0.000185,0.000571,0.000714
types,scatter,legend_placement,panel-specific: upper-right or lower-right depending on panel,250,1,0.004,0.005,1,0.000185,0.000571,0.000714
types,scatter,legend_placement,per-panel open area,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,scatter,legend_placement,repeated below each environment row,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,right,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,scatter,legend_placement,right colorbars and combined-panel legend,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,scatter,legend_placement,right of 3D scatter colorbar,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
types,scatter,legend_placement,right of each panel colorbar,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
types,scatter,legend_placement,"right of grid, with Data~tokens key above/below",250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,right of panels,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,right of the two panels,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,scatter,legend_placement,right of time panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,scatter,legend_placement,right outside plot,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,scatter,legend_placement,right with Models and Humans groups,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,scatter,legend_placement,right with Personas and Models groups,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,scatter,legend_placement,right-center / middle row,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,scatter,legend_placement,shared bottom center,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,scatter,legend_placement,shared legend above the eight panels,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,scatter,legend_placement,shared legend above the panels,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,scatter,legend_placement,time colorbar 与面板标签,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,scatter,legend_placement,top,250,2,0.008,0.01,11,0.002037,0.00066,0.000825
types,scatter,legend_placement,top center and per-hardware plot region,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,scatter,legend_placement,top right,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,scatter,legend_placement,top right of each panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,scatter,legend_placement,top shared,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,scatter,legend_placement,"top, shared across four panels",250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,scatter,legend_placement,"top, shared across six panels",250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,scatter,legend_placement,top-center,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,scatter,legend_placement,top-left,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,scatter,legend_placement,top-left in each panel,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,scatter,legend_placement,top_center,250,2,0.008,0.01,4,0.000741,0.000904,0.00113
types,scatter,legend_placement,top_left/top_right,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,scatter,legend_placement,top_right,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,scatter,legend_placement,upper area of each panel,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,scatter,legend_placement,upper center of left panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,scatter,legend_placement,upper left,250,4,0.016,0.018333,7,0.001296,0.001398,0.001686
types,scatter,legend_placement,upper left in each panel,250,1,0.004,0.005,2,0.00037,0.0004,0.0005
types,scatter,legend_placement,upper left inside panel,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,scatter,legend_placement,upper left of Bias panel,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,scatter,legend_placement,upper left of each panel,250,1,0.004,0.005,2,0.00037,0.000615,0.000769
types,scatter,legend_placement,upper right,250,3,0.012,0.011667,3,0.000556,0.000439,0.000485
types,scatter,legend_placement,upper right in each panel,250,4,0.016,0.015,6,0.001111,0.001447,0.001463
types,scatter,legend_placement,upper right in most panels; lower left in the centered MNIST n=3·10⁴ panel,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,scatter,legend_placement,upper right inside left panel,250,1,0.004,0.003333,2,0.00037,0.000195,0.000163
types,scatter,legend_placement,upper-left,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,scatter,legend_placement,upper-left scale key plus direct method labels,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,scatter,legend_placement,upper-right,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,scatter,legend_placement,upper-right in both panels and lower-right data-size key,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,upper-right in each panel,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,scatter,legend_placement,upper-right in each panel plus lower-right data-size key,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,upper-right in scatter panel; bar labels direct,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,scatter,legend_placement,upper-right of each panel,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,scatter,legend_placement,upper-right of first panel,250,1,0.004,0.003333,3,0.000556,0.000429,0.000357
types,scatter,legend_placement,upper-right series key and lower/right Data~tokens key,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,upper_left,250,2,0.008,0.008333,2,0.00037,0.000441,0.000413
types,scatter,legend_placement,upper_left in (c–d),250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,scatter,legend_placement,upper_left in ARI panels,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,scatter,legend_placement,upper_left in PCA panels,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,scatter,legend_placement,upper_left_inside,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,scatter,legend_placement,upper_right,250,3,0.012,0.011667,3,0.000556,0.00085,0.000813
types,scatter,legend_placement,upper_right or upper_left per panel,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,scatter,legend_placement,upper_right per panel,250,1,0.004,0.003333,2,0.00037,0.0004,0.000333
types,scatter,legend_placement,上排右侧 panel 的 lower-left interior（共享 d legend）,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,scatter,legend_placement,主图右上；inset 各自上方/上中,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,主图右下；inset 无 boxed legend、使用 direct text,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,主图右下；inset 无独立 boxed legend,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,前三 panel 各自 legend；右下 vertical colorbar,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,scatter,legend_placement,右上,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,scatter,legend_placement,右上 panel 的 lower-left interior（共享 d legend）,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,scatter,legend_placement,右上角,250,2,0.008,0.006667,3,0.000556,0.000502,0.000418
types,scatter,legend_placement,右下/图内,250,1,0.004,0.003333,1,0.000185,0.000103,8.5e-05
types,scatter,legend_placement,右下角,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,scatter,legend_placement,右侧 scatter 上方/左下的 SAE 图例与下方 intervention-strength 色带,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,各 panel 左上,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,各 panel 独立 legend；p=1 左上，其余多在右下,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,"各 panel 独立 legend；p=1,2 左上，p=3,4 右下",250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,scatter,legend_placement,四 panel 下方多行共享 legend,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,scatter,legend_placement,图内 bubble-size key 与直接系列标签,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,scatter,legend_placement,左 panel 内/右上 legend,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,scatter,legend_placement,左 panel 内；右侧各 panel 内,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,scatter,legend_placement,左、右 panel 各自的上方/内部 legend,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,scatter,legend_placement,左上,250,2,0.008,0.008333,2,0.00037,0.000543,0.000512
types,scatter,legend_placement,左上 + 右侧 colorbar,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,scatter,legend_placement,左下,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,scatter,legend_placement,左下/中上/右上等各 panel 内；无共享 legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,scatter,legend_placement,每个 panel 内上方的 regression legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,scatter,legend_placement,每个 panel 右下/下部各自放置 3–4 项 legend,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,scatter,legend_placement,每个右 panel 上方/左 panel 右侧,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,screenshot,legend_placement,"bottom, three columns",250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,screenshot,legend_placement,upper/inside panel (b),250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,tree,legend_placement,bottom_center,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,violin,legend_placement,bottom,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,violin,legend_placement,bottom center,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,violin,legend_placement,local plot legends,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,violin,legend_placement,lower right in each of the two main panels,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,violin,legend_placement,top center,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,violin,legend_placement,top of left panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,architecture,uncertainty_display,multiple,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,architecture,uncertainty_display,none,250,140,0.56,0.55,204,0.037778,0.042448,0.041413
types,area,uncertainty_display,band,250,31,0.124,0.121667,89,0.016481,0.018033,0.018443
types,area,uncertainty_display,distribution,250,3,0.012,0.011667,4,0.000741,0.00059,0.000564
types,area,uncertainty_display,ellipse,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,area,uncertainty_display,multiple,250,2,0.008,0.006667,2,0.00037,0.000372,0.00031
types,area,uncertainty_display,none,250,20,0.08,0.085,72,0.013333,0.00773,0.008642
types,area,uncertainty_display,unknown,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,bar,uncertainty_display,band,250,2,0.008,0.008333,3,0.000556,0.000681,0.00079
types,bar,uncertainty_display,box,250,1,0.004,0.005,4,0.000741,0.001143,0.001429
types,bar,uncertainty_display,error_bar,250,24,0.096,0.095,47,0.008704,0.007663,0.007144
types,bar,uncertainty_display,multiple,250,9,0.036,0.033333,14,0.002593,0.003304,0.002837
types,bar,uncertainty_display,none,250,116,0.464,0.465,273,0.050556,0.047434,0.047722
types,box,uncertainty_display,box,250,15,0.06,0.058333,26,0.004815,0.005658,0.005958
types,box,uncertainty_display,distribution,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,box,uncertainty_display,multiple,250,6,0.024,0.025,7,0.001296,0.001296,0.001469
types,conceptual_diagram,uncertainty_display,band,250,1,0.004,0.005,1,0.000185,8.2e-05,0.000102
types,conceptual_diagram,uncertainty_display,distribution,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,conceptual_diagram,uncertainty_display,error_bar,250,5,0.02,0.02,5,0.000926,0.000818,0.000819
types,conceptual_diagram,uncertainty_display,multiple,250,2,0.008,0.008333,2,0.00037,0.00059,0.000571
types,conceptual_diagram,uncertainty_display,none,250,219,0.876,0.875,508,0.094074,0.110737,0.110454
types,heatmap,uncertainty_display,box,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,heatmap,uncertainty_display,distribution,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,heatmap,uncertainty_display,error_bar,250,1,0.004,0.003333,1,0.000185,5.3e-05,4.4e-05
types,heatmap,uncertainty_display,multiple,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,heatmap,uncertainty_display,none,250,87,0.348,0.355,242,0.044815,0.044678,0.04572
types,histogram,uncertainty_display,distribution,250,13,0.052,0.046667,26,0.004815,0.005515,0.004756
types,histogram,uncertainty_display,multiple,250,2,0.008,0.006667,2,0.00037,0.000372,0.00031
types,histogram,uncertainty_display,none,250,19,0.076,0.08,31,0.005741,0.007511,0.007303
types,image_montage,uncertainty_display,band,250,2,0.008,0.008333,2,0.00037,0.000364,0.000379
types,image_montage,uncertainty_display,distribution,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,image_montage,uncertainty_display,ellipse,250,1,0.004,0.005,2,0.00037,0.000216,0.00027
types,image_montage,uncertainty_display,none,250,101,0.404,0.396667,489,0.090556,0.087747,0.085733
types,line,uncertainty_display,band,250,61,0.244,0.243333,207,0.038333,0.042601,0.043815
types,line,uncertainty_display,box,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,line,uncertainty_display,distribution,250,5,0.02,0.018333,10,0.001852,0.00211,0.001887
types,line,uncertainty_display,ellipse,250,2,0.008,0.008333,131,0.024259,0.004062,0.00499
types,line,uncertainty_display,error_bar,250,22,0.088,0.09,81,0.015,0.01902,0.018924
types,line,uncertainty_display,multiple,250,15,0.06,0.058333,27,0.005,0.00495,0.004978
types,line,uncertainty_display,none,250,192,0.768,0.775,811,0.150185,0.164502,0.171314
types,line,uncertainty_display,unknown,250,2,0.008,0.008333,2,0.00037,0.000574,0.000551
types,map,uncertainty_display,band,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,map,uncertainty_display,none,250,11,0.044,0.043333,24,0.004444,0.004281,0.004319
types,matrix,uncertainty_display,box,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,matrix,uncertainty_display,distribution,250,2,0.008,0.006667,2,0.00037,0.00034,0.000283
types,matrix,uncertainty_display,multiple,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,matrix,uncertainty_display,none,250,69,0.276,0.28,161,0.029815,0.029629,0.030807
types,network,uncertainty_display,band,250,2,0.008,0.01,2,0.00037,0.000445,0.000557
types,network,uncertainty_display,none,250,24,0.096,0.095,39,0.007222,0.011013,0.011288
types,other,uncertainty_display,box,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,other,uncertainty_display,distribution,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,other,uncertainty_display,multiple,250,1,0.004,0.005,2,0.00037,0.00025,0.000313
types,other,uncertainty_display,none,250,59,0.236,0.24,188,0.034815,0.031632,0.033073
types,pareto,uncertainty_display,band,250,1,0.004,0.005,7,0.001296,0.000737,0.000921
types,pareto,uncertainty_display,ellipse,250,1,0.004,0.005,2,0.00037,5.9e-05,7.4e-05
types,pareto,uncertainty_display,error_bar,250,3,0.012,0.013333,5,0.000926,0.00039,0.000356
types,pareto,uncertainty_display,multiple,250,1,0.004,0.005,1,0.000185,0.000105,0.000132
types,pareto,uncertainty_display,none,250,11,0.044,0.046667,45,0.008333,0.0043,0.004998
types,pipeline,uncertainty_display,error_bar,250,2,0.008,0.008333,2,0.00037,0.000358,0.000343
types,pipeline,uncertainty_display,multiple,250,2,0.008,0.008333,2,0.00037,0.000344,0.000366
types,pipeline,uncertainty_display,none,250,178,0.712,0.7,307,0.056852,0.065214,0.063333
types,qualitative_grid,uncertainty_display,band,250,10,0.04,0.04,11,0.002037,0.001929,0.002026
types,qualitative_grid,uncertainty_display,box,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,qualitative_grid,uncertainty_display,distribution,250,5,0.02,0.02,6,0.001111,0.001303,0.001199
types,qualitative_grid,uncertainty_display,ellipse,250,2,0.008,0.008333,3,0.000556,0.000427,0.000446
types,qualitative_grid,uncertainty_display,error_bar,250,2,0.008,0.006667,11,0.002037,0.001303,0.001086
types,qualitative_grid,uncertainty_display,none,250,147,0.588,0.59,629,0.116481,0.113925,0.112951
types,scatter,uncertainty_display,band,250,5,0.02,0.021667,11,0.002037,0.002968,0.003343
types,scatter,uncertainty_display,distribution,250,5,0.02,0.016667,7,0.001296,0.001564,0.001304
types,scatter,uncertainty_display,ellipse,250,2,0.008,0.008333,3,0.000556,0.000427,0.000446
types,scatter,uncertainty_display,error_bar,250,16,0.064,0.061667,30,0.005556,0.00631,0.005942
types,scatter,uncertainty_display,multiple,250,4,0.016,0.016667,5,0.000926,0.001195,0.001252
types,scatter,uncertainty_display,none,250,106,0.424,0.43,247,0.045741,0.05059,0.052061
types,scatter,uncertainty_display,unknown,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,screenshot,uncertainty_display,none,250,55,0.22,0.208333,203,0.037593,0.02854,0.026745
types,tree,uncertainty_display,none,250,9,0.036,0.036667,12,0.002222,0.002661,0.002759
types,violin,uncertainty_display,distribution,250,4,0.016,0.016667,4,0.000741,0.000851,0.000887
types,violin,uncertainty_display,multiple,250,1,0.004,0.003333,2,0.00037,0.000308,0.000256
purpose,ablation,uncertainty_display,band,250,29,0.116,0.115,63,0.011667,0.012941,0.01331
purpose,ablation,uncertainty_display,box,250,7,0.028,0.03,10,0.001852,0.002593,0.003006
purpose,ablation,uncertainty_display,distribution,250,5,0.02,0.018333,8,0.001481,0.002054,0.00181
purpose,ablation,uncertainty_display,ellipse,250,1,0.004,0.005,128,0.023704,0.003793,0.004741
purpose,ablation,uncertainty_display,error_bar,250,17,0.068,0.07,25,0.00463,0.005417,0.005632
purpose,ablation,uncertainty_display,multiple,250,5,0.02,0.02,10,0.001852,0.002802,0.002439
purpose,ablation,uncertainty_display,none,250,143,0.572,0.556667,383,0.070926,0.070722,0.069529
purpose,dataset,uncertainty_display,box,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
purpose,dataset,uncertainty_display,distribution,250,2,0.008,0.006667,3,0.000556,0.000292,0.000243
